Category,Community,01/01/2012,02/01/2012,03/01/2012,04/01/2012,05/01/2012,06/01/2012,07/01/2012,08/01/2012,09/01/2012,10/01/2012,11/01/2012,12/01/2012,01/01/2013,02/01/2013,03/01/2013,04/01/2013,05/01/2013,06/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,12/01/2013,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,SEP,OCT,NOV,DEC
Assault (Non-domestic),KINGSLAND,1,,,,1,1,1,,2,1,2,,1,1,,,2,2,2,,1,1,1,,1,,1,2,,1,,,1,2,,,,1,,,1,1,,,,2,1,,1,1,3,,1,1,1,,,,,,3,1,3,,,,,1,,,,
Assault (Non-domestic),LAKE BONAVISTA,,,1,,1,1,,1,2,,,,1,,,1,2,1,,,,,1,,,,,,1,1,,1,1,,1,2,1,1,2,1,,,1,,,1,,1,2,,,1,1,1,,,,,,,1,,1,,1,,,,,,,
Assault (Non-domestic),LAKEVIEW,,1,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,
Assault (Non-domestic),LEGACY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Assault (Non-domestic),LINCOLN PARK,,1,,,,,,1,,1,,1,,2,,,,1,,1,1,,,,,,2,,,,1,2,,1,1,,,,,1,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,1,3,,,,
Assault (Non-domestic),LOWER MOUNT ROYAL,,,1,,,1,2,1,1,1,2,1,,2,2,1,,,,3,2,1,1,1,,,1,2,1,1,1,2,2,1,2,,,3,1,3,,,,2,1,,2,5,,,1,2,2,4,2,,1,,,,,1,4,,2,,2,,,,,
Assault (Non-domestic),MACEWAN GLEN,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,1,1,,,,1,,,1,,,,1,,,,,,,2,2,,,,,,1,,,1,,,,2,,,,
Assault (Non-domestic),MAHOGANY,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
Assault (Non-domestic),MANCHESTER,1,1,,2,1,1,1,2,3,,1,,1,,,,,,,,,1,1,4,3,4,3,,1,,,2,3,2,1,2,1,1,,,1,2,1,,1,1,,1,,1,,,,1,1,,,,,,,1,1,1,,,1,1,,,,
Assault (Non-domestic),MANCHESTER INDUSTRIAL,2,4,4,2,1,1,6,4,2,3,1,2,1,1,1,2,1,1,1,2,3,,2,3,,1,3,,3,2,1,6,4,,3,2,4,3,1,3,3,,1,,8,3,1,2,4,2,4,2,4,4,4,1,3,,,,4,1,1,3,5,3,3,8,,,,
Assault (Non-domestic),MAPLE RIDGE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,
Assault (Non-domestic),MARLBOROUGH,4,5,7,7,5,8,6,3,7,2,3,2,7,2,5,4,7,9,5,2,7,7,4,8,4,7,6,10,2,1,3,5,6,8,2,5,4,5,5,3,3,3,2,7,1,5,5,2,6,2,,4,3,1,7,3,3,,,,1,2,5,2,3,4,3,7,,,,
Assault (Non-domestic),MARLBOROUGH PARK,3,,1,3,1,2,1,,,2,3,,2,3,2,2,2,2,,,1,5,2,1,3,,2,2,2,2,3,1,3,1,1,2,1,4,2,3,,2,,3,3,3,2,,2,1,2,5,3,2,,3,1,,,,,3,2,2,5,1,3,1,,,,
Assault (Non-domestic),MARTINDALE,1,1,2,6,2,3,,1,1,1,,2,1,,,2,1,1,1,1,,1,1,,,2,,,7,1,3,1,1,2,,2,2,2,1,,,5,3,,1,2,1,,1,3,3,1,2,1,1,5,5,,,,2,4,2,2,3,3,3,1,,,,
Assault (Non-domestic),MAYFAIR,,,,,,1,,,,,,2,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Assault (Non-domestic),MAYLAND,,1,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,1,,1,,,,,,1,,,,1,,,,,
Assault (Non-domestic),MAYLAND HEIGHTS,,1,,1,1,1,2,,2,1,3,,,1,,,1,,2,,,,1,1,,,2,,,,,3,,,1,1,2,1,,1,1,2,,1,2,,2,,,1,1,,,4,,,3,,,,,1,2,1,1,,1,2,,,,
Assault (Non-domestic),MCCALL,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,
Assault (Non-domestic),MCKENZIE LAKE,,2,,,,1,1,,1,2,1,,1,,2,1,,,2,1,,,1,,1,1,,2,,,,3,,5,,1,,,1,2,,1,,2,3,,1,,,,,,1,,,,2,,,,,,,3,,,,1,,,,
Assault (Non-domestic),MCKENZIE TOWNE,2,1,2,2,1,1,2,2,4,1,2,2,1,1,2,2,2,,2,,2,,,1,2,,,2,2,1,1,,,1,6,3,,1,,,,1,2,1,1,,,,2,1,,1,,,,1,1,,,,2,,1,1,1,1,2,2,,,,
Assault (Non-domestic),MEADOWLARK PARK,,1,4,,,3,2,3,1,,,2,2,,,1,1,2,3,,,1,,4,1,,2,1,1,,3,,1,2,,2,,3,,1,,,,2,,2,,2,2,1,,2,1,,3,1,1,,,,2,1,4,1,2,1,1,2,,,,
Assault (Non-domestic),MERIDIAN,1,1,2,1,,1,,2,,,,2,,,,,,1,1,2,1,,2,,1,2,,1,,,1,,1,1,,1,1,,,1,1,,2,,1,,1,2,1,,,,4,,,1,2,,,,,1,,1,,1,2,1,,,,
Assault (Non-domestic),MIDNAPORE,1,2,,,,2,1,1,2,3,,1,1,,1,,1,1,,2,2,1,,1,1,,,1,1,,2,,1,1,,,,,1,1,,,3,2,,,,,,,,,1,,,,,,,,,2,1,,,1,,,,,,
Assault (Non-domestic),MILLRISE,,,,,,2,2,1,,2,,,1,1,,1,,,,,1,,,2,,1,,,1,1,,,,,,,1,,,,,,1,,,,,,1,,2,2,,1,,,,,,,,,,2,,,,,,,,
Assault (Non-domestic),MISSION,,,2,2,1,2,,,,,1,1,2,,2,1,3,1,2,1,1,,1,,3,1,2,1,1,3,,,1,1,1,2,1,1,4,1,2,,,,,1,,,,2,2,,5,1,,,1,,,,,1,1,,,,1,3,,,,
Assault (Non-domestic),MONTEREY PARK,2,1,,,,1,,,,,,,1,,,,,,,,2,,,,3,,,,,2,,,1,,,,,,,1,1,1,,,2,2,2,,,,,,,,,2,,,,,,,1,1,,,,1,,,,
Assault (Non-domestic),MONTGOMERY,1,1,1,1,1,,,,1,1,,3,,1,,4,,,2,4,1,1,1,,1,2,,3,2,,,2,3,,2,,,,1,3,2,1,3,,2,,2,1,1,1,1,1,,,,1,,,,,,2,2,1,4,1,2,1,,,,
Assault (Non-domestic),MOUNT PLEASANT,1,,1,,,2,2,,1,3,1,,,1,3,2,1,1,1,,1,2,,2,2,1,,,,1,1,,1,,2,2,1,,3,1,,3,3,,1,3,1,1,2,,,4,,,1,3,2,,,,,,1,1,2,,1,,,,,
Assault (Non-domestic),NEW BRIGHTON,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,
Assault (Non-domestic),NOLAN HILL,1,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,1,2,,1,,,,,1,,1,,,,,,1,,2,,,,,,,,,,,,2,,,,,
Assault (Non-domestic),NORTH AIRWAYS,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,2,,,,,,,,,2,,,,,,,,,
Assault (Non-domestic),NORTH GLENMORE PARK,,,1,1,,,1,,,,,,,1,,1,,,,,,,1,,,1,2,,1,,,,1,,,2,,1,2,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,1,,,,,
Assault (Non-domestic),NORTH HAVEN,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,
Assault (Non-domestic),NOSE HILL PARK,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,
Assault (Non-domestic),OAKRIDGE,,2,,,4,,,,,,1,,,,,1,1,,1,,,,1,1,,,,1,,,,,,1,2,1,,1,,1,1,2,,,,,,,,,,,1,,,,1,,,,1,,,1,1,,,3,,,,
Assault (Non-domestic),OGDEN,4,1,1,2,4,1,4,1,2,3,,3,1,4,1,1,2,,3,1,,1,1,1,2,1,1,1,1,1,1,3,4,5,1,1,2,,,,3,4,3,3,2,6,2,1,1,,1,7,1,4,,2,5,,,,2,2,,,,4,4,1,,,,
Assault (Non-domestic),OGDEN SHOPS,,,,,,1,,,,,,,,,,,1,,,,,2,,,,1,,,,,,,,,,,,,,,,,1,2,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,
Assault (Non-domestic),PALLISER,1,,,,,,,,,,,,1,1,,1,3,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,
Assault (Non-domestic),PANORAMA HILLS,1,,1,,2,,,1,,,,,,,,,,,,,,2,,6,,,,,,,1,,2,1,,,,2,1,1,2,2,1,,,,1,1,,1,,,,,1,,,,,,,1,,,,1,3,1,,,,
Assault (Non-domestic),PARKDALE,1,,1,,,,,,2,3,1,,1,3,2,1,,,,,,1,,,,1,1,1,,1,1,1,2,,,,,2,1,1,,1,,2,,,,,1,,,,1,1,,1,,,,,,1,,,1,,1,1,,,,
Assault (Non-domestic),PARKHILL,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,1,,,1,,1,,,,,,
Assault (Non-domestic),PARKLAND,,,1,,,,,,,,,2,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,,,,,,,,,,,,,
Assault (Non-domestic),PATTERSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,
Assault (Non-domestic),PEGASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assault (Non-domestic),PENBROOKE MEADOWS,1,2,1,6,2,6,1,1,4,3,2,4,3,3,2,6,5,1,4,5,5,2,1,2,2,2,1,1,3,2,2,,3,1,3,2,3,2,1,1,1,1,1,4,2,,1,,1,1,3,5,5,3,,,1,,,,2,2,,3,2,1,4,1,,,,
Assault (Non-domestic),PINERIDGE,1,1,4,4,3,5,2,3,4,4,1,,3,1,4,4,6,6,3,3,4,3,3,4,3,1,1,1,2,4,4,5,8,9,5,4,5,1,3,2,1,2,4,3,2,2,,4,7,4,1,7,1,2,2,5,5,,,,,1,2,2,1,3,3,5,,,,
Assault (Non-domestic),POINT MCKAY,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Assault (Non-domestic),PUMP HILL,,,,2,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,
Assault (Non-domestic),QUEENS PARK VILLAGE,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,1,,,,,,,,,,,
Assault (Non-domestic),QUEENSLAND,,,1,,,1,1,2,,1,,,,,,,,1,,1,1,1,4,,1,,,1,,2,1,,1,,,2,,,,1,,,,,,1,,,,1,,1,1,1,,1,,,,,,,,,,1,1,,,,,
Assault (Non-domestic),RAMSAY,1,1,,1,,1,,,,,,,,1,,,2,1,2,1,,,,1,1,1,,1,1,,1,,1,1,,1,,,,1,,,2,2,,,,,,2,,,,,,,,,,,,,1,1,,,1,,,,,
Assault (Non-domestic),RANCHLANDS,,,,,,,,,,,,,,2,,,,2,1,,,,,2,1,,,,,,2,2,,1,,1,,1,,,1,1,1,2,2,3,1,,1,,,1,1,,1,1,1,,,,,,,,1,,1,1,,,,
Assault (Non-domestic),RED CARPET,,,,,,,2,1,1,,1,,,,,1,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,1,,,,1,,,,,1,,,,2,,,,,,,
Assault (Non-domestic),REDSTONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,
Assault (Non-domestic),RENFREW,,,1,1,1,1,2,1,,2,1,,,3,,,,1,,,,,,,,,,,1,1,1,,1,1,2,,1,,,,2,,2,1,,,,,1,1,,1,,1,,1,,,,,1,,2,,2,,,2,,,,
Assault (Non-domestic),RICHMOND,1,1,,,,3,1,,,,,,1,,,,,,1,,,,,,3,,,,,,,,,,,2,,,1,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,1,,1,,,,,
Assault (Non-domestic),RIDEAU PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assault (Non-domestic),RIVERBEND,1,,2,2,,,,,1,2,,,,,1,,,,2,2,,2,,2,,,,,,,,,,,1,,,,,3,1,1,,,1,2,,1,,,,,1,1,,2,1,,,,,2,,,,,,1,,,,
Assault (Non-domestic),ROCKY RIDGE,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Assault (Non-domestic),ROSEDALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Assault (Non-domestic),ROSEMONT,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
Assault (Non-domestic),ROSSCARROCK,3,1,,,,3,,1,2,2,2,1,,1,2,6,2,2,3,,2,,1,2,,,1,1,1,2,1,1,,3,,2,2,8,2,3,2,,1,,2,1,1,,1,1,1,3,3,2,3,1,2,,,,2,5,6,6,4,5,1,2,,,,
Assault (Non-domestic),ROXBORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assault (Non-domestic),ROYAL OAK,,,,,,,,1,1,,,,,,,,,,1,1,,,,2,,1,,,,1,,1,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,3,,1,,,1,1,,,,
Assault (Non-domestic),RUNDLE,1,1,2,2,5,3,1,3,2,1,3,4,2,3,3,3,3,2,1,2,2,1,4,2,,3,4,4,2,4,2,2,,1,1,2,3,,5,3,4,3,4,4,1,3,1,2,4,,5,,3,5,4,3,1,,,,7,1,4,,8,1,2,1,,,,
Assault (Non-domestic),RUTLAND PARK,,1,,1,,,,,,,,1,,,1,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
Assault (Non-domestic),SADDLE RIDGE,,,,,1,2,1,2,2,,,,1,1,,2,,,1,1,,2,1,,1,,,2,1,,1,,,2,1,,,,1,,2,3,1,,,2,,2,,,,,1,,,,,,,,,1,1,3,1,4,3,,,,,
Assault (Non-domestic),SADDLE RIDGE INDUSTRIAL,1,,,,1,1,1,,1,,,,,,,,1,,,,,1,1,2,,1,,,1,,,1,,,,,1,1,,1,2,2,,1,,,2,,1,2,1,,1,,3,,,,,,,,,,,,,,,,,
Assault (Non-domestic),SAGE HILL,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Assault (Non-domestic),SANDSTONE VALLEY,,,,,,,1,,,1,,,,1,1,,1,,,,,,1,2,,,,,,1,,,,,,,,,1,,1,1,1,1,,,,,,1,1,1,,,1,,1,,,,,,,,1,,,,,,,
Assault (Non-domestic),SCARBORO/ SUNALTA WEST,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assault (Non-domestic),SCENIC ACRES,,,,,,,,,1,,,,,,,,,,,,2,,1,,1,,,,1,,,,,,,,,1,,,1,,,,,,1,,,,1,,,,,,,,,,,,1,1,1,,,,,,,
Assault (Non-domestic),SECTION 23,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Assault (Non-domestic),SETON,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,,,2,1,1,,,,,1,1,,,,,1,1,,,2,,1,1,,1,,,,,,,,3,1,1,2,1,,,,,
Assault (Non-domestic),SHAGANAPPI,,,,,,,1,,,1,,,1,2,3,1,,1,,1,,,,,2,2,,,,1,,,,,,,1,,1,,,,1,1,,,,2,3,3,1,3,,,1,,,,,,,,,,1,,,2,,,,
Assault (Non-domestic),SHAWNEE SLOPES,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Assault (Non-domestic),SHAWNESSY,3,4,2,1,4,1,3,1,6,2,2,2,1,1,2,4,2,1,3,1,3,2,1,7,3,,1,4,3,4,3,3,3,4,2,1,2,2,2,1,3,1,1,1,,1,1,1,5,1,1,1,3,2,,3,1,,,,2,1,1,2,4,,1,3,,,,
Assault (Non-domestic),SHEPARD INDUSTRIAL,1,,2,,,,,,2,1,,1,,1,,,,1,,2,1,2,2,3,1,,,1,1,,,,,1,,,,,,1,,,,,,,,,2,,,,1,,2,1,,,,,1,1,,,,2,,,,,,
Assault (Non-domestic),SHERWOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,1,1,,,1,,2,,,,,
Assault (Non-domestic),SIGNAL HILL,2,,1,1,,,2,1,1,,2,,,2,1,,2,,1,1,1,,,2,1,1,,,1,3,,,1,1,1,,,2,2,,,,,,,2,,,2,1,,,,1,,1,,,,,1,1,,2,1,,,1,,,,
Assault (Non-domestic),SILVER SPRINGS,,,,,,,,,,,,2,,1,1,,1,,,,,,1,2,1,,1,,1,2,,,,,,,,,,,,,1,,,,2,,,,,,,,,,1,,,,,1,,,1,,1,1,,,,
Assault (Non-domestic),SILVERADO,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,
Assault (Non-domestic),SKYLINE EAST,,,,,,1,,,,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Assault (Non-domestic),SKYVIEW RANCH,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,2,,1,,,,1,1,,,,,,,,,,1,3,,,1,1,1,,,,
Assault (Non-domestic),SOMERSET,1,1,,1,2,1,,3,2,1,,,,,1,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,,,,1,,,,2,,,,,
Assault (Non-domestic),SOUTH AIRWAYS,,,,,,1,,,,,,,,1,,,1,1,,,1,,,2,1,,,1,1,,,,,,,,,,1,1,,1,,1,,1,1,2,1,,,1,,,1,,,,,,,1,,2,,1,,2,,,,
Assault (Non-domestic),SOUTH CALGARY,1,,,1,,,,2,1,,,2,2,1,,,,,,,,,,,,,,,2,,1,,,1,,,,,,,2,1,1,,,1,1,,,,,2,,,1,,,,,,,,2,,,,1,,,,,
Assault (Non-domestic),SOUTH FOOTHILLS,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Assault (Non-domestic),SOUTHVIEW,1,4,,1,1,,3,3,6,,,1,2,,1,,1,3,4,4,1,1,3,3,3,4,2,3,1,2,3,2,4,2,2,1,1,1,,2,2,2,2,1,1,3,2,3,,,2,2,1,3,1,1,1,,,,,2,1,2,2,2,1,4,,,,
Assault (Non-domestic),SOUTHWOOD,1,1,1,1,5,,2,1,2,1,2,1,,1,2,2,2,1,2,2,2,2,2,,,2,3,1,2,,,1,2,1,3,1,1,2,,1,,2,,2,2,,,6,2,1,,3,3,3,2,2,4,,,,4,1,1,1,,5,1,2,,,,
Assault (Non-domestic),SPRINGBANK HILL,,1,,1,1,2,1,,,,1,2,,,,,1,,,,,,1,1,,2,,1,,1,,,1,,,1,,,,1,,1,2,,3,,,,,1,,,,,1,,,,,,,,,2,,1,,1,,,,
Assault (Non-domestic),SPRUCE CLIFF,,,,,,,1,,,,,,,,1,1,,1,,,,1,,,,1,,,,,,1,,,,,,,,1,1,1,2,,,1,1,,1,,,,1,,1,,1,,,,,1,1,1,,1,2,1,,,,
Assault (Non-domestic),ST. ANDREWS HEIGHTS,1,1,1,1,1,,1,1,3,,,3,,4,3,,2,1,2,1,2,1,1,,,1,,,,1,4,1,2,3,1,2,2,5,1,2,4,2,1,2,1,1,3,1,1,,1,,3,4,2,,2,,,,5,,1,1,3,4,2,4,,,,
Assault (Non-domestic),STARFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Assault (Non-domestic),STONEY 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,
Assault (Non-domestic),STONEY 2,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,2,2,,,,,,,
Assault (Non-domestic),STRATHCONA PARK,,,,,,,,1,,1,,,1,,,,,1,,,1,,,,,1,,,,,2,,,,,,,,1,,,,1,2,,,,,,1,,,,,1,,,,,,,,,1,,,2,1,,,,
Assault (Non-domestic),SUNALTA,,4,2,1,,1,3,1,2,4,1,4,1,1,3,,1,,1,1,2,2,,4,1,,1,1,1,5,1,2,1,3,1,,1,2,3,4,4,3,2,,1,1,2,2,2,1,1,3,,4,1,2,,,,,1,3,1,2,4,2,3,2,,,,
Assault (Non-domestic),SUNDANCE,,2,1,,2,,,,,,1,,,,,,2,,,,,1,,,,1,1,,2,,1,,3,,,,,1,1,,1,,,,1,,,1,,1,,,1,,,,,,,,1,,1,,,,1,,,,,
Assault (Non-domestic),SUNNYSIDE,1,,,,,1,2,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,2,,,,,,2,1,5,1,,2,,,1,,1,,1,,,,,,,,,2,,2,,2,4,3,1,,,,
Assault (Non-domestic),SUNRIDGE,1,,7,5,9,2,1,2,2,2,3,8,4,9,4,3,6,3,5,2,4,6,2,6,3,4,11,2,6,6,4,2,5,6,8,7,3,5,2,2,6,3,4,6,6,2,5,12,11,5,9,6,3,1,5,5,4,,,,8,9,8,9,3,6,9,7,,,,
Assault (Non-domestic),TARADALE,1,1,,,1,,3,,,3,2,6,2,1,1,1,1,2,1,1,2,1,1,,,1,1,,,,2,1,,,,,1,2,,1,2,1,1,,,2,2,2,1,4,,1,1,1,3,2,,,,,1,1,,,2,1,3,2,,,,
Assault (Non-domestic),TEMPLE,3,3,1,4,4,5,2,1,,2,,1,1,,5,1,2,2,4,2,5,2,1,,1,1,1,2,3,4,1,4,3,3,4,1,1,,,1,4,2,3,7,2,4,2,1,3,3,,2,1,3,2,3,2,,,,1,2,2,2,2,3,4,3,,,,
Assault (Non-domestic),THORNCLIFFE,,,1,,3,,3,,2,2,4,1,,1,,2,,1,3,1,2,2,1,2,2,2,,2,1,2,,5,2,2,,1,,2,2,,2,,2,2,,,,,1,4,1,1,,2,1,3,1,,,,2,3,,1,,1,2,1,,,,
Assault (Non-domestic),TUSCANY,,,1,,,,,,,,,,,,,,2,,,,,,,,1,,,,1,2,,2,,,1,,1,,,,1,,,1,,1,,,,,,,1,,,,,,,,2,2,,1,,,,1,,,,
Assault (Non-domestic),TUXEDO PARK,2,,1,,2,1,2,1,,1,2,1,1,4,1,3,,3,1,,1,1,1,1,1,,,1,,,1,2,3,,1,1,,1,1,2,,3,2,,2,1,2,1,4,1,1,,,2,1,1,,,,,,,2,2,1,2,,2,,,,
Assault (Non-domestic),UNIVERSITY HEIGHTS,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
Assault (Non-domestic),UNIVERSITY OF CALGARY,,1,2,1,,1,1,1,,,1,2,,,1,1,1,1,,,,1,,,,3,,1,1,,1,1,,1,1,2,,,2,,,,,1,2,2,,1,,2,1,1,1,1,,,2,,,,,1,,,,,1,2,,,,
Assault (Non-domestic),UPPER MOUNT ROYAL,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,1,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,
Assault (Non-domestic),VALLEY RIDGE,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,1,,,,,
Assault (Non-domestic),VALLEYFIELD,,,1,,,,,1,,,,2,,,,,,,,,1,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,3,,,,
Assault (Non-domestic),VARSITY,,2,1,,1,,1,,,,1,3,,,,,3,,1,3,1,,,4,2,1,2,,,,1,1,2,1,1,,,2,2,1,,1,,1,2,,,,2,2,,3,1,2,1,1,1,,,,2,1,1,,,1,,3,,,,
Assault (Non-domestic),VISTA HEIGHTS,,,1,1,,,1,,1,1,,,1,3,1,,1,,1,,1,,1,,,,,,,,,1,,1,1,,1,1,,,1,1,,2,2,1,,,,,,1,1,,,,1,,,,,1,,,,1,3,1,,,,
Assault (Non-domestic),WALDEN,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Assault (Non-domestic),WEST HILLHURST,1,,,,,,1,,,1,2,1,,,1,2,,1,,,1,,1,,1,1,2,1,,,,,1,1,,1,,1,,1,,,2,1,,1,3,,,,,,,,,1,,,,,,,2,1,,5,,,,,,
Assault (Non-domestic),WEST SPRINGS,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,1,,,,,
